Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
United States,USA,"Internally displaced persons, total displaced by conflict and violence (number of people)",VC.IDP.TOCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,2.809836864,2.886588101,3.182827535,2.775510204,2.975381362,2.568055292,2.798936996,2.091161989,2.149598144,2.397133976,2.017640471,2.437554652,2.352823087,2.456995577,3.684670129,5.651144436,4.929412276,4.787141115,4.831796626,2.783566309,2.332185068,2.876064576,3.164266785,2.988190017,2.709612015,2.218063802,1.929162106,1.754102186,1.714899924,1.575750524,1.353225901,1.267256184,1.408315911,1.368048649,1.212712829,1.042295217,0.948877561,0.960098064,0.851743221,0.777077938,0.805675603,0.909201588,0.88087356,0.752702434,0.899030796,0.907102447,1.019411952,1.181716537,1.244323601,1.392162057,1.340315775,1.227239715,1.029657623,1.102116748,1.15118645,0.94398907,0.87456445,0.826237359,0.90895109,0.922420805,
United States,USA,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,35.65398037,35.87237515,35.24289345,35.76714989,39.02608008,40.80327686,41.324974,43.28696502,46.53623648,49.57600023,52.20047888,53.45482127,55.79053933,58.45691231,63.61763596,69.33152518,73.15375868,80.10629007,84.16506632,87.53119814,100,93.99704812,90.26618336,92.97034415,100.5935252,107.8016475,118.5289836,126.4805466,133.7545021,115.0409063,132.8249833,142.5555709,148.0756246,151.8910979,156.6522112,155.0967981,154.7712254,161.0373425,167.6972224,166.9141484,
United States,USA,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,3.976327555,3.621669018,3.138749864,3.080288872,3.222352267,2.784457664,3.296033581,3.228016961,2.847907057,2.867120302,2.598348656,2.384337475,2.211941959,2.646166437,3.816923538,4.395352364,4.456755203,4.399748194,4.174172883,4.148624769,4.761708418,5.118466428,4.67820452,5.032843186,4.740827792,4.289273085,4.014109429,4.383645945,5.000848224,6.028472654,6.725311113,7.952041656,9.668824917,10.74192371,11.60866134,12.21232706,12.52986504,13.22386568,14.01717807,14.1177991,14.31397537,14.72592084,16.65815321,17.87619033,18.8377877,20.069403,21.02323364,21.66609828,21.01273782,24.2842782,24.26725505,22.59050318,23.21982248,24.2404699,25.03271671,27.46247791,27.57919986,28.02145633,27.46275791,25.32013182,
United States,USA,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.54,3.57,3.58,3.62,,4.02,4.02,4.34,3.86,3.72,3.66,3.76,3.74,3.61,3.48,3.39,3.34,3.63,3.21,3.17,3.17,3.21,2.97,2.95,2.94,2.99,3.02,5.29,5.54,27.84,
United States,USA,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39,6.39,6.37,6.39,6.4,,5.73,5.42,5.19,4.71,4.34,4.31,4.19,4.1,3.96,3.82,3.8,3.79,3.65,3.84,3.88,3.9,3.89,3.79,3.78,3.77,3.78,3.78,3.53,3.76,4.15,
United States,USA,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79732000,82756000,82525000,74767000,75796000,78343000,70975000,64434000,62082000,67606000,71484000,183178000,175299000,175703000,160508000,162275000,147271421.9,171629890.6,179309906.3,178311359.4,176864531.3,175261484.4,174291750,169324921.9,166009000,
United States,USA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.45505592,50.47311479,50.4885358,50.50449438,50.52501666,50.55253301,50.58865525,50.63172457,50.67694948,50.71777868,50.7498649,50.77107818,50.78349324,50.79193188,50.80316322,50.82157373,50.84906999,50.88312084,50.91840029,50.94757585,50.96585025,50.97105669,50.96568113,50.95516491,50.94706889,50.9463217,50.95485152,50.96994207,50.9863034,50.99658642,50.99587435,50.98290983,50.96004793,50.93048518,50.89885684,50.86858463,50.84054109,50.8141049,50.78931082,50.76578431,50.74326868,50.72170883,50.70144626,50.6829866,50.6669921,50.65380201,50.64389646,50.63678471,50.6307101,50.62334814,50.61318905,50.59960338,50.58340493,50.56629629,50.55067347,50.53822117,50.5293128,50.52338227,50.52001465,50.51848721,50.51821564
United States,USA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.115724052,9.190702869,9.256661248,9.320936756,9.388623859,9.460466246,9.577032227,9.69526311,9.816372773,9.936733716,10.05081485,10.19898387,10.33309676,10.46512589,10.59906485,10.73045269,10.89034189,11.05031606,11.21683488,11.38764303,11.5565419,11.68583649,11.79877146,11.90593681,12.01644852,12.13166746,12.2502403,12.36098154,12.46337787,12.55320651,12.62778398,12.67125592,12.69521428,12.70254443,12.69207337,12.66251048,12.61098165,12.54580618,12.47301152,12.39971976,12.33373927,12.31392929,12.29156566,12.27768059,12.28258556,12.31171149,12.38091606,12.47186818,12.5951146,12.76264847,12.9817726,13.25026214,13.56143203,13.90504431,14.2676996,14.64288471,15.03367875,15.4193659,15.80765406,16.20960614,16.63092571
United States,USA,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,6.426890401,6.41161523,6.424417264,6.445949415,6.448021401,6.414835803,6.361122224,6.280875482,6.181636259,6.073031537,5.959008642,5.821912901,5.686028502,5.564769979,5.468628161,5.398121978,5.274212867,5.199998956,5.186198605,5.21867069,5.266994438,5.32489075,5.384757123,5.466105751,5.593752815,5.774096394,5.981838723,6.245363277,6.544724899,6.839467783,7.096402196,7.255865302,7.378096742,7.484332474,7.597383881,7.723556558,7.829438584,7.9266955,8.008047607,8.061512839,8.080998612,8.0907206,8.068428336,8.014076588,7.927468735,7.809743676,7.652828946,7.472389107,7.280663101,7.09321772,6.92029292,6.760584722,6.621739529,6.502625289,6.401537548,6.318172133,6.25284957,6.204453178,6.174732124,6.165810475,6.177927913
United States,USA,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,7.51998025,7.782729136,8.079321509,8.388770775,8.673193395,8.909087586,9.019815775,9.115504582,9.241152447,9.407934717,9.590996915,9.760021859,9.874967737,9.952517596,9.997450513,10.00366983,9.989498559,9.965792762,9.929515159,9.865940726,9.762743537,9.525185699,9.246266943,8.954670603,8.678347061,8.427399462,8.180971201,7.959701379,7.766833241,7.602650072,7.464396839,7.317769098,7.217918141,7.169444876,7.164877537,7.188766139,7.18921195,7.208160157,7.248993628,7.305762166,7.367775295,7.427932508,7.482330782,7.531569202,7.578974498,7.622493835,7.589232333,7.567985855,7.550071751,7.519506505,7.46826947,7.401377294,7.291573521,7.153185819,7.012922001,6.888688735,6.813085434,6.751103169,6.699963385,6.655677901,6.614924317
United States,USA,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,233.293,226.703,229.823,233.559,232.277,233.011,236.639,234.856,240.987,239.492,236.992,232.152,232.026,228.488,219.819,212.742,206.648,202.603,199,195.119,194.955,190.25,183.148,179.711,177.94,178.088,177.915,176.195,176.244,174.804,172.059,170.606,168.459,170.257,169.025,166.964,158.008,149.441,145.506,144.774,143.926,144.307,144.378,143.909,140.559,141.969,141.119,138.605,136.811,134.966,131.884,132.138,131.355,131.269,131.889,134.324,138.526,139.245,137.542,,
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,7.5,6.9,6.12,5.65,5.45,5,4.51,4.22,3.99,4.73,5.78,5.99,5.53,5.08,4.62,4.62,5.78,9.25,9.63,8.95,8.07,7.38,6.17,5.28,4.87,4.36,3.9,3.67,8.31
United States,USA,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.859999895,2.670000076,2.5,2.150000095,1.870000005,2.089999914,1.789999962,2.539999962,3.470000029,3.650000095,3.140000105,2.630000114,2.339999914,2.339999914,2.930000067,5.650000095,5.690000057,5.099999905,4.489999771,4.190000057,3.559999943,2.910000086,2.859999895,2.579999924,2.420000076,2.349999905,5.199999809
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.44,65.06,65.33,65.23,65.68,65.83,66,66.33,66.3,66.36,66.42,66.05,65.7,65.3,65.02,65.04,65.15,64.97,64.97,64.31,63.57,63,63.05,62.5,62.2,62.01,62.16,62.29,62.31,62.57,61.41
United States,USA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.06,66.94,67.54,67.73,68.75,69.07,69.43,70.01,69.96,69.98,69.92,69.51,69.09,68.68,68.15,68.14,68.23,67.98,68.15,67.81,67.14,66.56,66.52,66.02,66,65.86,66.29,66.94,67.23,67.87,
United States,USA,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.119999766,6.019999862,6.159999982,5.76000008,5.559999771,5.509999849,5.399999946,5.220000096,5.040000018,4.899999924,4.849999961,4.82999998,5.04999977,5.090000208,5.070000228,4.989999808,4.879999924,4.840000208,4.910000134,4.930000134,4.729999829,4.629999943,4.480000075,4.420000114,4.490000058,4.489999808,4.289999999,4.399999905,4.250000037,
United States,USA,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,50.1,49,49.5,48.5,49,50.2,52.2,52.7,52.7,54,53.2,52.3,54.3,57,57.2,54.2,55.7,57.6,59.8,60.6,58.6,57.6,55.3,55.6,58.3,59,59.5,60.1,60.8,61.2,59.8,57.2,56.7,57.2,58.2,58.34,57.75,58.19,58.99,59,59.66,57.71,55.69,53.91,53.9,53.91,54.25,53.13,51.23,46.85,45,45.45,45.98,46.49,47.64,48.6,49.41,50.34,50.46,51.19,45.86
United States,USA,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,0.5,,,,,0.5,,,,,,,0.5,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.7,0.7,0.7,1,1,1,1,1,1,1,1,1,1,1,1.2,1.2,1,1.2,1,,
United States,USA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.036987,2219.113525,2406.623779,2578.677246,2761.663086,2929.813721,3159.274902,3328.562256,3515.822754,3716.604736,3857.065186,3957.619873,4078.007568,4210.837891,4530.335449,4811.909668,4977.191406,5130.769043,5355.787109,,
United States,USA,Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
